id,title,artist,culture,image,hex1,hex2,hex3,percent1,percent2,percent3,hue1,hue2,hue3,year
242626,Christ's Entry into Jerusalem,Franz Paul Massau,German,https://nrs.harvard.edu/urn-3:HUAM:INV197100_dynmc,#e1c8c8,#c8c8af,#afaf96,0.591204482,0.177254902,0.082521008,Orange,Green,Green,0
242653,Effect of Jealousy,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV190385_dynmc,#e1c8af,#c8af7d,#af9664,0.29339934,0.233531353,0.196171617,Orange,Brown,Yellow,0
242810,Arcadian River Landscape,Carl Wilhelm Kolbe,German,https://nrs.harvard.edu/urn-3:HUAM:INV198583_dynmc,#c8c8af,#4b4b32,#64644b,0.378819444,0.194305556,0.126527778,Green,Green,Green,0
242823,Landscape with an Oak and a Weeping Willow,Carl Wilhelm Kolbe,German,https://nrs.harvard.edu/urn-3:HUAM:INV198587_dynmc,#323219,#4b3232,#c8c8af,0.341858974,0.192435897,0.143269231,Brown,Red,Green,0
242964,Saint Elizabeth,Friedrich August Ludy,German,https://nrs.harvard.edu/urn-3:HUAM:INV196880_dynmc,#e1c8c8,#969696,#afaf96,0.754392523,0.10728972,0.051401869,Orange,Grey,Green,0
243034,Mary Magdalene Washing Christ's Feet,Friedrich August Ludy,German,https://nrs.harvard.edu/urn-3:HUAM:INV196889_dynmc,#e1c8c8,#c8c8af,#969696,0.378305085,0.367062147,0.126271186,Orange,Green,Grey,0
243420,Sunday Morning,Robert Hinschelwood,Scottish,https://nrs.harvard.edu/urn-3:HUAM:INV046325_dynmc,#c8c8c8,#323232,#4b4b4b,0.879096045,0.03079096,0.02960452,Grey,Grey,Grey,0
244380,Saint Christopher,Guido Reni,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV171161_dynmc,#c8afaf,#969696,#7d7d64,0.67989071,0.213661202,0.074644809,Red,Grey,Yellow,0
246230,Sophie Becker Schwarz,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV198843_dynmc,#c8c8af,#c8af96,#96967d,0.386149871,0.220516796,0.148010336,Green,Brown,Green,0
246231,Illustration to Ziegenhaben's Verhältnisslehre,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV198863_dynmc,#c8c8af,#4b4b32,#64644b,0.305054945,0.277289377,0.179340659,Green,Green,Green,0
246314,Frontispiece to Basedow's Gesangbuch,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV198865_dynmc,#96967d,#64644b,#afaf96,0.204156863,0.190745098,0.175686275,Green,Green,Green,0
246678,Bonaparte Crossing the Alps,Giuseppe Longhi,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV161364_dynmc,#c8c8af,#96967d,#967d64,0.335826087,0.308173913,0.143594203,Green,Green,Brown,0
246769,"Illustration to Tristram Shandy, III Th., p. 101: Three Elderly Men, One with a Crutch, Another with a Pair of Boots",Daniel Berger,German,https://nrs.harvard.edu/urn-3:HUAM:INV199663_dynmc,#7d7d64,#c8c8af,#96967d,0.302,0.28362963,0.138074074,Yellow,Green,Green,0
246785,"Illustration to Tristram Shandy, I Th., p.255: Man in Bed, Examined by Candlelight, as if He is Dead",Daniel Berger,German,https://nrs.harvard.edu/urn-3:HUAM:INV199658_dynmc,#c8c8af,#64644b,#4b4b32,0.246180556,0.189097222,0.167777778,Green,Green,Green,0
247852,Pastor Bonus,E. Rittinghaus,German,https://nrs.harvard.edu/urn-3:HUAM:INV197073_dynmc,#c8c8af,#afaf96,#96967d,0.713831776,0.13376947,0.065358255,Green,Green,Green,0
249620,Dover Plains,James Smillie,American,https://nrs.harvard.edu/urn-3:HUAM:INV154260_dynmc,#c8c8af,#c8af96,#323219,0.506333333,0.224066667,0.075866667,Green,Brown,Brown,0
253350,Man in a Carriage Drawn by Four Horses,Alexander Orlowski,Polish,https://nrs.harvard.edu/urn-3:HUAM:INV167029_dynmc,#c8c8c8,#969696,#7d7d7d,0.730178571,0.070059524,0.068035714,Grey,Grey,Grey,0
254869,Saint Bartholomew,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189944_dynmc,#e1e1c8,#96967d,#7d7d64,0.318996416,0.164731183,0.149103943,Green,Green,Yellow,0
254897,Saint Sebastian Bound to a Column,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189924_dynmc,#c8c8af,#afaf96,#96967d,0.687590759,0.108184818,0.094323432,Green,Green,Green,0
257706,"""Let the day perish wherein I was born,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:INV195458_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.668870056,0.207288136,0.030282486,Grey,Grey,Grey,0
257707,"""Then a spirit passed before my face,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:INV195460_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.754137931,0.115287356,0.032011494,Grey,Grey,Grey,0
257715,"""I am young and ye are very old,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:VRS84261_dynmc,#e1e1e1,#c8c8c8,#fafafa,0.329691877,0.165602241,0.105602241,Grey,Grey,White,0
257729,"""Then the Lord answered Job out of the whirlwind,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:VRS84262_dynmc,#e1e1e1,#fafafa,#c8c8c8,0.370225989,0.165932203,0.128870056,Grey,White,Grey,0
257738,"""And I only am escaped to tell thee,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:INV195449_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.717586207,0.185,0.034655172,Grey,Grey,Grey,0
257765,"""And when they lifted up their eyes afar off,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:INV195457_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.758263305,0.142913165,0.025770308,Grey,Grey,Grey,0
258215,The Arctic Expedition in Search of Sir John Franklin,George Baxter,British,https://nrs.harvard.edu/urn-3:HUAM:INV193625_dynmc,#e1c8c8,#c8c8af,#afafaf,0.445382263,0.366238532,0.081957187,Orange,Green,Grey,0
258787,"""It shall come to pass in my domain, that potatoes and small beer will be fit for feasting, and woe to him who dare enter my sight with cheeks aflame!  Pallor of poverty and slavish fear are my blazon; in that livery I will dress you.""   Act II, Scene 2",George Grosz,American,,#c8c8af,#e1c8c8,#afaf96,0.507768116,0.361507246,0.069855072,Green,Orange,Green,0
260617,Somme Front,James McBey,British,,#c8c8af,#e1e1c8,#c8af96,0.458974359,0.182564103,0.127435897,Green,Green,Brown,0
261946,Plate IV,James Turrell,American,,#e1e1e1,#191919,#000000,0.569507246,0.317333333,0.068289855,Grey,Grey,Black,0
262926,Fertility,Grant Wood,American,,#e1c8af,#7d644b,#644b32,0.561981982,0.091051051,0.087687688,Orange,Yellow,Brown,0
264331,Christ Among the Pharisees,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180702P_dynmc,#c8c8af,#afaf96,#96967d,0.656959064,0.153684211,0.070350877,Green,Green,Green,0
264479,Christ Among the Doctors,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180700P_dynmc,#c8c8af,#afaf96,#7d7d64,0.398498498,0.184864865,0.15033033,Green,Green,Yellow,0
264762,Killing the Fatted Calf,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180648P_dynmc,#af967d,#afaf96,#64644b,0.29025641,0.265811966,0.137834758,Brown,Green,Green,0
264817,The Feast,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180652P_dynmc,#afaf96,#af967d,#64644b,0.351129944,0.280451977,0.154180791,Green,Brown,Green,0
268671,Plant Fantasy,Jeanne Deny,French,https://nrs.harvard.edu/urn-3:HUAM:INV124399_dynmc,#e1c8c8,#afaf96,#96967d,0.881921922,0.056156156,0.031951952,Orange,Green,Green,0
268672,Plant Fantasy,Jeanne Deny,French,https://nrs.harvard.edu/urn-3:HUAM:77592_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.703717949,0.093269231,0.091217949,Grey,Grey,Grey,0
269043,Plant Fantasy,Jeanne Deny,French,https://nrs.harvard.edu/urn-3:HUAM:INV115084_dynmc,#c8c8c8,#afaf96,#96967d,0.880818713,0.063391813,0.035263158,Grey,Green,Green,0
272478,Ornament,Pierre Alexandre Tardieu,French,https://nrs.harvard.edu/urn-3:HUAM:INV186370_dynmc,#c8c8af,#c8af96,#64644b,0.67969697,0.056848485,0.053090909,Green,Brown,Green,0
272552,William Tell Condemned to Shoot the Apple on His Son's Head,Hans Rudolf Manuel Deutsch,German,https://nrs.harvard.edu/urn-3:HUAM:INV193154_dynmc,#c8c8af,#afaf96,#af967d,0.273043478,0.213091787,0.205410628,Green,Green,Brown,0
272554,Guarding Swine,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180643P_dynmc,#afaf96,#af967d,#7d7d64,0.494770115,0.202586207,0.093103448,Green,Brown,Yellow,0
272645,The Tree of Saint Francis,Jacques Callot,French,https://nrs.harvard.edu/urn-3:HUAM:INV180601_dynmc,#c8c8af,#afaf96,#af967d,0.307029478,0.229478458,0.118503401,Green,Green,Brown,0
272944,Michel de Montaigne,Augustin de Saint-Aubin,French,https://nrs.harvard.edu/urn-3:HUAM:INV184204_dynmc,#c8c8c8,#96967d,#af9696,0.663900709,0.118014184,0.11,Grey,Green,Brown,0
273329,Man of Sorrows with Hands Bound,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189463_dynmc,#c8c8af,#96967d,#afaf96,0.401894737,0.187929825,0.172631579,Green,Green,Green,0
273354,Holy Family,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189933_dynmc,#e1c8c8,#96967d,#7d7d64,0.223333333,0.212020202,0.180353535,Orange,Green,Yellow,0
273362,Four Nudes,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189955_dynmc,#e1c8af,#967d64,#af967d,0.319339934,0.21650165,0.204026403,Orange,Brown,Brown,0
273421,The Dream of the Doctor,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189956_dynmc,#e1c8af,#c8af96,#7d7d64,0.223819444,0.192847222,0.192569444,Orange,Brown,Yellow,0
273423,Peasant and his Wife,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV200090_dynmc,#c8af96,#7d7d64,#af967d,0.602037037,0.158271605,0.129506173,Brown,Yellow,Brown,0
273425,Philipp Melanchthon,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV190393_dynmc,#e1c8c8,#af967d,#967d64,0.365575758,0.157393939,0.129878788,Orange,Brown,Brown,0
273682,Cook and his Wife,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189959_dynmc,#c8af96,#c8c8af,#af967d,0.370628931,0.257358491,0.136792453,Brown,Green,Brown,0
273737,Standard Bearer,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV190202_dynmc,#c8c8af,#afaf96,#96967d,0.311594203,0.187028986,0.159275362,Green,Green,Green,0
273790,Saint Genevieve,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189908_dynmc,#e1c8c8,#c8c8af,#96967d,0.251156463,0.17,0.122040816,Orange,Green,Green,0
273799,Coat-of-arms with Cock,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV190371_dynmc,#c8af96,#64644b,#af967d,0.460133333,0.149733333,0.1332,Brown,Green,Brown,0
274105,Virgin with Crown of Stars and Sceptre,Albrecht Dürer,German,https://nrs.harvard.edu/urn-3:HUAM:INV189882_dynmc,#c8c8af,#967d64,#64644b,0.249791667,0.168958333,0.145347222,Green,Brown,Green,0
274432,Infant Academy,Francis Haward,British,https://nrs.harvard.edu/urn-3:HUAM:INV196399_dynmc,#e1e1c8,#af7d64,#af644b,0.45984375,0.156197917,0.137395833,Green,Brown,Orange,0
274704,Mars,Hendrick Goltzius,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV189987_dynmc,#af7d32,#644b19,#966419,0.330833333,0.165227273,0.16030303,Yellow,Orange,Brown,0
274732,Village Barber,Jacobus Gole,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV194616_dynmc,#4b4b32,#323219,#7d644b,0.335649718,0.21039548,0.146440678,Green,Brown,Yellow,0
276787,Erasmus with the Terminus,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV198844_dynmc,#c8c8af,#96967d,#7d7d64,0.713263158,0.09845614,0.081824561,Green,Green,Yellow,0
276788,Wilhelm Tell before Gessler,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV152622_dynmc,#c8c8af,#afaf96,#7d7d64,0.337245179,0.213443526,0.131790634,Green,Green,Yellow,0
277919,"Christ Bearing the Cross, with Saint Veronica",Martin Schongauer,German,https://nrs.harvard.edu/urn-3:HUAM:INV184688_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.341052632,0.255672515,0.231111111,Grey,Grey,Grey,0
277961,And So Was His Grandfather,Francisco José de Goya y Lucientes,Spanish,https://nrs.harvard.edu/urn-3:HUAM:INV165563_dynmc,#c8af96,#e1c8af,#644b32,0.499757576,0.195757576,0.073757576,Brown,Orange,Brown,0
278393,Hendrik Goltzius,Jan Harmensz. Muller,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV162405_dynmc,#321919,#7d644b,#967d64,0.277886179,0.142926829,0.119295393,Brown,Yellow,Brown,0
278641,Saint Christopher,Master FVB,Flemish,https://nrs.harvard.edu/urn-3:HUAM:INV188325_dynmc,#c8c8af,#c8af96,#af967d,0.294180791,0.277570621,0.175649718,Green,Brown,Brown,0
279173,Pietà,Frans van der Steen,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV192553_dynmc,#323219,#967d64,#7d644b,0.212363636,0.180060606,0.178909091,Brown,Brown,Yellow,0
288547,Cylinder seal with zig-zag design within border,unknown,Anatolian,https://nrs.harvard.edu/urn-3:huam:DDC112796_dynmc,#fafafa,#4b4b4b,#646464,0.395023474,0.367793427,0.117746479,White,Grey,Grey,0
288700,Textile Round: Knotted Motif,unknown,Byzantine,https://nrs.harvard.edu/urn-3:HUAM:LEG254280,#191919,#323232,#fafafa,0.438706468,0.242288557,0.237412935,Grey,Grey,White,0
290408,FEMALE VOTIVE FIGURE WITH CHILD,unknown,Syrian,https://nrs.harvard.edu/urn-3:HUAM:VRS41356_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
291264,Bowl: Figure Wrestling with a Bull,unknown,Greek,https://nrs.harvard.edu/urn-3:HUAM:VRS36311_dynmc,#c8c8c8,#e1e1e1,#4b4b4b,0.453669468,0.328571429,0.053669468,Grey,Grey,Grey,0
291720,Standing Statuette of the God Bes,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:VRS10290_dynmc,#fafafa,#000000,#e1e1e1,0.519888889,0.288611111,0.133555556,White,Black,Grey,0
291979,Boat with Seated Figure and Two Kneeling Oarsmen,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV031115_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
292483,Inscribed Sling Bullet,unknown,Greek,https://nrs.harvard.edu/urn-3:HUAM:CARP12636_dynmc,#fafafa,#e1e1e1,#96967d,0.848700565,0.067627119,0.023615819,White,Grey,Green,0
292802,Ushabti,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV028703_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
292838,Ushabti,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV028554_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
292868,Ushabti,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV028625_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
292870,Ushabti,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV028689_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
292978,Ushabti,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV028690_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
293038,"Pulliciniello and Signora Lucretia, and Riciulina and Metzetin, after Callot",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV002740_dynmc,#e1e1c8,#e1c8af,#c8af96,0.895162242,0.037050147,0.021238938,Green,Orange,Brown,0
293282,Ba Bird,unknown,Egyptian,https://nrs.harvard.edu/urn-3:HUAM:INV030872_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0
293854,"Beggar on Crutches with a Sack, after Callot",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV002703_dynmc,#e1e1c8,#c8c8af,#7d7d64,0.834495413,0.066422018,0.033027523,Green,Green,Yellow,0
293857,"Old Beggar with One Crutch, after Callot",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV002714_dynmc,#e1e1c8,#c8c8af,#afaf96,0.83031339,0.113219373,0.023475783,Green,Green,Green,0
293866,"Guatsetto and Mestolino, and Cicho Sgarra and Collo Francisco, after Callot",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV002717_dynmc,#fae1c8,#e1c8af,#fafae1,0.907513228,0.026931217,0.019259259,Yellow,Orange,Green,0
293881,"One-Eyed Beggar Woman, after Callot",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV002711_dynmc,#e1c8af,#c8af96,#af967d,0.901234568,0.043395062,0.024814815,Orange,Brown,Brown,0
293979,A Procession in Venice,Giacomo Franco,Italian,https://nrs.harvard.edu/urn-3:HUAM:71127_dynmc,#967d64,#af9664,#c8af7d,0.369969419,0.296024465,0.224831804,Brown,Yellow,Brown,0
294075,Design for the Memorial to the Elephant Hanno,Giovanni Francesco Penni,Italian,https://nrs.harvard.edu/urn-3:HUAM:70742_dynmc,#af967d,#967d64,#afaf96,0.489908676,0.165159817,0.158493151,Brown,Brown,Green,0
294251,Landscape with a Church in the Distance,Jean-Baptiste-Marie Pierre,French,https://nrs.harvard.edu/urn-3:HUAM:DDC105111_dynmc,#af967d,#c8af96,#af7d64,0.311153846,0.24224359,0.206858974,Brown,Brown,Brown,0
294533,"Studies of Soldiers, Couple Walking (""Etude de Cavaliers"")",Rodolphe Bresdin,French,https://nrs.harvard.edu/urn-3:HUAM:75351_dynmc,#c8af7d,#e1e1c8,#c8c8af,0.947759563,0.03704918,0.012076503,Brown,Green,Green,0
294576,Sheet of Studies of Figures,Rodolphe Bresdin,French,https://nrs.harvard.edu/urn-3:HUAM:75342_dynmc,#e1c896,#c8af7d,#af9664,0.457142857,0.175285714,0.150238095,Yellow,Brown,Yellow,0
294668,A Youth and an Old Man,Giovanni Battista Piazzetta,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS13754_dynmc,#7d7d7d,#646464,#4b4b4b,0.358415301,0.210054645,0.105027322,Grey,Grey,Grey,0
294679,A Lawyer,Antonio Maria Zanetti the Younger,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS13753_dynmc,#7d7d7d,#fafafa,#e1e1e1,0.338360656,0.144590164,0.103278689,Grey,White,Grey,0
294754,Landscape,André Giroux,French,https://nrs.harvard.edu/urn-3:HUAM:VRS13133_dynmc,#969696,#7d7d7d,#afafaf,0.232066116,0.228595041,0.163415978,Grey,Grey,Grey,0
294925,A Boy with a Recorder,Giovanni Battista Piazzetta,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS15435_dynmc,#c8c8c8,#afafaf,#969696,0.226885246,0.206666667,0.170655738,Grey,Grey,Grey,0
294926,Landscape with Bridge,Domenico Maria Fratta,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS15312_dynmc,#e1e1e1,#c8c8c8,#fafafa,0.363715847,0.225464481,0.096666667,Grey,Grey,White,0
294959,Drapery Study,Anton Domenico Gabbiani,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS15436_dynmc,#e1e1e1,#fafafa,#323232,0.448617886,0.167208672,0.126775068,Grey,White,Grey,0
295024,Boy Holding an Egg,François Boucher,French,https://nrs.harvard.edu/urn-3:HUAM:75012_dynmc,#c8af96,#c8967d,#fafae1,0.521812865,0.237134503,0.105555556,Brown,Grey,Green,0
295320,Apotheosis of a Saint,Marco Marcola,Italian,https://nrs.harvard.edu/urn-3:huam:LEG011135_dynmc,#969696,#7d7d7d,#646464,0.439166667,0.428690476,0.120595238,Grey,Grey,Grey,0
295419,Seated Angel,Domenico Maria Canuti,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS17142_dynmc,#e1e1e1,#c8c8c8,#000000,0.315388889,0.216333333,0.130555556,Grey,Grey,Black,0
295804,Landscape,Guercino (Giovanni Francesco Barbieri),Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS17515_dynmc,#afafaf,#000000,#e1e1e1,0.262444444,0.228888889,0.183888889,Grey,Black,Grey,0
295868,"Offset of a Design for a Sculptural Decoration: A Cracked Vase, Surmounted by Satyrs, Opening to Reveal Another Vase; verso: Offset",Jean Baptiste Joseph Delafosse,French,https://nrs.harvard.edu/urn-3:HUAM:73064_dynmc,#e1e1c8,#afaf96,#c8c896,0.7484,0.095466667,0.074866667,Green,Green,Green,0
295974,The Family of Jacob,Giovanni Benedetto Castiglione,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV203278_dynmc,#7d4b19,#966432,#af7d4b,0.443697479,0.356414566,0.122913165,Brown,Orange,Yellow,0
296054,Venus and Cupid,Annibale Carracci,Italian,https://nrs.harvard.edu/urn-3:HUAM:70669_dynmc,#e1af7d,#c89664,#af644b,0.493263158,0.412912281,0.077192982,Orange,Brown,Orange,0
296096,Landscape,Remigio Cantagallina,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS40549_dynmc,#4b4b4b,#c8c8c8,#646464,0.243944444,0.192055556,0.116888889,Grey,Grey,Grey,0
296298,"Elizabeth, Second Wife of Rudolph, King of Bohemia",Francesco Terzio,Italian,https://nrs.harvard.edu/urn-3:HUAM:70628_dynmc,#c8af96,#af967d,#967d64,0.474528302,0.231132075,0.175157233,Brown,Brown,Brown,0
296382,A Triumphant General Crowned by a Flying Figure,Unidentified Artist,Italian,https://nrs.harvard.edu/urn-3:HUAM:777253,#644b4b,#c8af96,#7d644b,0.34,0.262831858,0.097640118,Brown,Brown,Yellow,0
296436,The Ferry,Nicolaes Berchem the Elder,Dutch,https://nrs.harvard.edu/urn-3:HUAM:71292_dynmc,#fae1c8,#fac8af,#e1af96,0.405673759,0.361702128,0.184751773,Yellow,Orange,Orange,0
296443,Head of a Boy,Giovanni Battista Piazzetta,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS41740_dynmc,#c8c8c8,#afafaf,#e1e1e1,0.255611111,0.212611111,0.155277778,Grey,Grey,Grey,0
296455,Harbor Scene with Fisherman,Consalvo Carelli,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV009598_dynmc,#c8af7d,#967d64,#afafaf,0.864222222,0.078555556,0.057222222,Brown,Brown,Grey,0
296469,Nymph and Putti Riding on a Dolphin,Luca Cambiaso,Italian,https://nrs.harvard.edu/urn-3:HUAM:70663_dynmc,#c8af96,#af9664,#7d644b,0.39359736,0.375709571,0.141320132,Brown,Yellow,Yellow,0
296480,Head of a Boy,Giovanni Battista Piazzetta,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS41741_dynmc,#c8c8c8,#afafaf,#e1e1e1,0.294833333,0.251055556,0.136333333,Grey,Grey,Grey,0
296686,The Madonna and Child Adored by Saint Petronius and Saint Francis,Francesco Brizio,Italian,https://nrs.harvard.edu/urn-3:HUAM:70662_dynmc,#c8af96,#e1c8af,#e1e1c8,0.332013889,0.303125,0.159513889,Brown,Orange,Green,0
296804,Clock Tower at Bern,Ernst Ludwig Kirchner,German,https://nrs.harvard.edu/urn-3:HUAM:VRS43071_dynmc,#e1e1e1,#fafafa,#c8c8c8,0.252492997,0.182408964,0.11697479,Grey,White,Grey,0
296909,"Landscape, St. Tropez",Henri-Edmond Cross,French,https://nrs.harvard.edu/urn-3:HUAM:INV006487_dynmc,#e1e1c8,#e1c8af,#c8af96,0.374654088,0.369559748,0.126792453,Green,Orange,Brown,0
296954,The Drunkenness of Silenus,Unidentified Artist,French,https://nrs.harvard.edu/urn-3:HUAM:72785_dynmc,#c8c8af,#c8af96,#af967d,0.435096419,0.266225895,0.108539945,Green,Brown,Brown,0
297133,Flowers and Plants,Daniel Nikolaus Chodowiecki,German,https://nrs.harvard.edu/urn-3:HUAM:INV002584_dynmc,#e1c8af,#e1e1c8,#c8af96,0.438879552,0.358095238,0.150252101,Orange,Green,Brown,0
297238,Apsara (Rubbing from Angkor Wat),unknown,Cambodian,https://nrs.harvard.edu/urn-3:HUAM:CARP06229_dynmc,#e1c8c8,#afaf96,#c8c8af,0.300883534,0.21188755,0.205381526,Orange,Green,Green,0
297362,Massacre of the Innocents,Jean-Robert Ango,French,https://nrs.harvard.edu/urn-3:HUAM:72421_dynmc,#e1e1c8,#c8c8af,#afaf96,0.520430108,0.307956989,0.104784946,Green,Green,Green,0
297365,Classical Urn,Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:73052_dynmc,#e1e1c8,#fae1e1,#e1c8af,0.409777778,0.356839506,0.061283951,Green,Red,Orange,0
297403,A Triumphal Procession,Unidentified Artist,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV007478_dynmc,#e1c8af,#af9664,#c8af96,0.347575758,0.177424242,0.174848485,Orange,Yellow,Brown,0
297689,Study for a Bas-Relief,Auguste Rodin,French,https://nrs.harvard.edu/urn-3:HUAM:DDC109504_dynmc,#e1c8af,#c8af96,#af967d,0.631091954,0.177988506,0.05545977,Orange,Brown,Brown,0
297789,Fighting Nudes,Antonio Pollaiuolo,Italian,https://nrs.harvard.edu/urn-3:HUAM:51615_dynmc,#af967d,#967d64,#644b32,0.494733333,0.372933333,0.074066667,Brown,Brown,Brown,0
298232,Crucifixion,Fra Angelico,Italian,https://nrs.harvard.edu/urn-3:HUAM:70025_dynmc,#964b64,#96647d,#c8c8af,0.552837466,0.261707989,0.064352617,Red,Violet,Green,0
298248,Landscape,Jacob Maris,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV030503_dynmc,#af967d,#afaf96,#323219,0.261183801,0.235638629,0.174080997,Brown,Green,Brown,0
298436,Mystic Vision; verso: Study of Two Legs,Carlo Maratti,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS37954_dynmc,#afafaf,#e1e1e1,#969696,0.27079096,0.188022599,0.125649718,Grey,Grey,Grey,0
298565,Landscape,Crescenzio Onofri,Italian,https://nrs.harvard.edu/urn-3:HUAM:INV203281_dynmc,#7d6432,#967d4b,#af9664,0.314954955,0.26018018,0.182282282,Yellow,Brown,Yellow,0
298624,The Marriage of the Virgin,Francesco Vanni,Italian,https://nrs.harvard.edu/urn-3:HUAM:70783_dynmc,#af9664,#c8af7d,#967d4b,0.335,0.316805556,0.174930556,Yellow,Brown,Brown,0
298645,Landscape,Francesco Zuccarelli,Italian,https://nrs.harvard.edu/urn-3:HUAM:VRS38922_dynmc,#e1af96,#fafafa,#c8967d,0.189722222,0.159388889,0.118888889,Orange,White,Grey,0
298649,The Reception of Henry III at Venice,Andrea Michieli,Italian,https://nrs.harvard.edu/urn-3:HUAM:70784_dynmc,#e1c8af,#c8af96,#af9664,0.351409396,0.270067114,0.1898434,Orange,Brown,Yellow,0
